num,exp,pop,sex,time,gen,round,comm,lat,lon
174,4,Sydney,Male,22.60,G15,1,,-33.90,151.14
197,4,Sydney,Male,19.86,G15,1,,-33.90,151.14
229,4,Sydney,Male,31.88,G15,1,,-33.90,151.14
260,4,Sydney,Male,50.40,G15,2,,-33.90,151.14
266,4,Sydney,Male,14.52,G15,2,,-33.90,151.14
298,4,Sydney,Male,45.24,G15,2,,-33.90,151.14
340,4,Sydney,Male,59.69,G15,2,,-33.90,151.14
345,4,Sydney,Male,46.06,G15,2,,-33.90,151.14
361,4,Sydney,Male,59.92,G15,2,temp,-33.90,151.14
390,4,Sydney,Male,69.15,G15,2,temp,-33.90,151.14
402,4,Sydney,Male,19.26,G15,2,,-33.90,151.14
445,4,Sydney,Male,26.50,G15,2,,-33.90,151.14
463,4,Sydney,Male,39.32,G15,2,,-33.90,151.14
480,4,Sydney,Male,11.42,G15,2,,-33.90,151.14
488,4,Sydney,Male,24.67,G15,2,,-33.90,151.14
516,4,Sydney,Male,12.80,G15,2,,-33.90,151.14
35,4,Utchee Creek,Female,24.86,G12,1,,-17.60,145.99
38,4,Utchee Creek,Female,24.95,G12,1,,-17.60,145.99
87,4,Utchee Creek,Female,19.89,G12,1,,-17.60,145.99
96,4,Utchee Creek,Female,21.71,G12,1,,-17.60,145.99
100,4,Utchee Creek,Female,21.60,G12,1,,-17.60,145.99
101,4,Utchee Creek,Female,37.87,G12,1,,-17.60,145.99
176,4,Utchee Creek,Female,22.81,G12,1,,-17.60,145.99
182,4,Utchee Creek,Female,24.13,G12,1,,-17.60,145.99
213,4,Utchee Creek,Female,28.44,G12,1,,-17.60,145.99
220,4,Utchee Creek,Female,31.36,G12,1,,-17.60,145.99
263,4,Utchee Creek,Female,40.37,G12,2,,-17.60,145.99
284,4,Utchee Creek,Female,47.13,G12,2,,-17.60,145.99
303,4,Utchee Creek,Female,60.06,G12,2,temp,-17.60,145.99
315,4,Utchee Creek,Female,45.88,G12,2,temp,-17.60,145.99
329,4,Utchee Creek,Female,44.97,G12,2,,-17.60,145.99
338,4,Utchee Creek,Female,57.53,G12,2,,-17.60,145.99
339,4,Utchee Creek,Female,45.51,G12,2,,-17.60,145.99
392,4,Utchee Creek,Female,69.15,G12,2,temp,-17.60,145.99
404,4,Utchee Creek,Female,19.38,G12,2,,-17.60,145.99
416,4,Utchee Creek,Female,23.67,G12,2,,-17.60,145.99
450,4,Utchee Creek,Female,16.78,G12,2,,-17.60,145.99
456,4,Utchee Creek,Female,26.66,G12,2,,-17.60,145.99
487,4,Utchee Creek,Female,20.94,G12,2,,-17.60,145.99
514,4,Utchee Creek,Female,22.23,G12,2,,-17.60,145.99
37,4,Utchee Creek,Male,17.93,G12,1,,-17.60,145.99
60,4,Utchee Creek,Male,43.25,G12,1,,-17.60,145.99
62,4,Utchee Creek,Male,36.98,G12,1,,-17.60,145.99
89,4,Utchee Creek,Male,26.06,G12,1,,-17.60,145.99
129,4,Utchee Creek,Male,23.61,G12,1,,-17.60,145.99
131,4,Utchee Creek,Male,23.72,G12,1,,-17.60,145.99
152,4,Utchee Creek,Male,29.78,G12,1,,-17.60,145.99
164,4,Utchee Creek,Male,21.39,G12,1,,-17.60,145.99
226,4,Utchee Creek,Male,40.23,G12,1,,-17.60,145.99
231,4,Utchee Creek,Male,37.92,G12,1,,-17.60,145.99
232,4,Utchee Creek,Male,54.02,G12,1,,-17.60,145.99
243,4,Utchee Creek,Male,33.99,G12,2,,-17.60,145.99
261,4,Utchee Creek,Male,40.25,G12,2,,-17.60,145.99
277,4,Utchee Creek,Male,27.30,G12,2,,-17.60,145.99
319,4,Utchee Creek,Male,61.06,G12,2,temp,-17.60,145.99
327,4,Utchee Creek,Male,42.28,G12,2,,-17.60,145.99
359,4,Utchee Creek,Male,52.96,G12,2,,-17.60,145.99
367,4,Utchee Creek,Male,61.71,G12,2,temp,-17.60,145.99
375,4,Utchee Creek,Male,69.15,G12,2,temp,-17.60,145.99
413,4,Utchee Creek,Male,9.04,G12,2,,-17.60,145.99
454,4,Utchee Creek,Male,9.11,G12,2,,-17.60,145.99
469,4,Utchee Creek,Male,27.07,G12,2,,-17.60,145.99
494,4,Utchee Creek,Male,28.50,G12,2,,-17.60,145.99
498,4,Utchee Creek,Male,14.59,G12,2,,-17.60,145.99
513,4,Utchee Creek,Male,22.05,G12,2,,-17.60,145.99
