Line,gens,rep,time,pop,collection,exp,gen
CT2018,G4,2,47,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,38,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,47,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,44,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,53,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,53,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,32,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,38,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,35,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,47,Cape Tribulation,2018/2019,12,G4-2018/2019
CT2018,G4,2,38,Cape Tribulation,2018/2019,12,G4-2018/2019
S06,G100,1,26,S06,2006,12,G100-2006
S06,G100,1,38,S06,2006,12,G100-2006
S06,G100,1,23,S06,2006,12,G100-2006
S06,G100,1,29,S06,2006,12,G100-2006
S06,G100,1,32,S06,2006,12,G100-2006
S06,G100,1,38,S06,2006,12,G100-2006
S06,G100,1,26,S06,2006,12,G100-2006
S06,G100,1,32,S06,2006,12,G100-2006
S06,G100,1,26,S06,2006,12,G100-2006
S06,G100,1,32,S06,2006,12,G100-2006
S06,G100,1,32,S06,2006,12,G100-2006
S06,G100,1,35,S06,2006,12,G100-2006
S06,G100,1,29,S06,2006,12,G100-2006
S06,G100,1,32,S06,2006,12,G100-2006
S06,G100,1,35,S06,2006,12,G100-2006
S06,G100,1,26,S06,2006,12,G100-2006
S06,G100,1,29,S06,2006,12,G100-2006
S06,G100,1,38,S06,2006,12,G100-2006
S06,G100,1,29,S06,2006,12,G100-2006
S06,G100,1,29,S06,2006,12,G100-2006
S06,G100,2,26,S06,2006,12,G100-2006
S06,G100,2,38,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,26,S06,2006,12,G100-2006
S06,G100,2,32,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,26,S06,2006,12,G100-2006
S06,G100,2,35,S06,2006,12,G100-2006
S06,G100,2,32,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,41,S06,2006,12,G100-2006
S06,G100,2,32,S06,2006,12,G100-2006
S06,G100,2,35,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,23,S06,2006,12,G100-2006
S06,G100,2,23,S06,2006,12,G100-2006
S06,G100,2,29,S06,2006,12,G100-2006
S06,G100,2,26,S06,2006,12,G100-2006
S06,G100,3,29,S06,2006,12,G100-2006
S06,G100,3,29,S06,2006,12,G100-2006
S06,G100,3,35,S06,2006,12,G100-2006
S06,G100,3,29,S06,2006,12,G100-2006
S06,G100,3,29,S06,2006,12,G100-2006
S06,G100,3,26,S06,2006,12,G100-2006
S06,G100,3,23,S06,2006,12,G100-2006
S06,G100,3,35,S06,2006,12,G100-2006
S06,G100,3,32,S06,2006,12,G100-2006
S06,G100,3,23,S06,2006,12,G100-2006
S06,G100,3,35,S06,2006,12,G100-2006
S06,G100,3,29,S06,2006,12,G100-2006
S06,G100,3,26,S06,2006,12,G100-2006
S06,G100,3,41,S06,2006,12,G100-2006
S06,G100,3,32,S06,2006,12,G100-2006
S06,G100,3,32,S06,2006,12,G100-2006
S06,G100,3,32,S06,2006,12,G100-2006
S06,G100,3,38,S06,2006,12,G100-2006
S06,G100,3,41,S06,2006,12,G100-2006
S06,G100,3,41,S06,2006,12,G100-2006
SYD2018,G2,1,23,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,23,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,44,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,68,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,29,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,56,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,23,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,47,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,50,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,26,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,41,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,44,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,56,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,38,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,56,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,32,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,47,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,1,65,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,62,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,50,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,50,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,47,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,56,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,62,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,47,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,59,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,50,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,59,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,53,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,65,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,41,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,26,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,50,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,32,Sydney,2018/2019,12,G2-2018/2019
SYD2018,G2,3,38,Sydney,2018/2019,12,G2-2018/2019
