pop,sex,time,gen,exp,trt,lat,lon,status
Alice Springs,Female,118.57,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,120.17,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,129.53,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,130.28,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,131.05,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,134.03,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,137.18,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,137.73,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,141.57,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,142.53,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,148.92,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,160.28,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,174.18,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,175.85,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,184.38,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,186.2,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,194.28,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,207.37,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,211.7,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,299.6,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,299.6,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,299.6,G2,1,chill,-23.69,133.89,Wild
Darwin,Female,58.18,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,66.05,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,69.1,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,70.55,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,74.85,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,77.35,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,78.27,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,80.9,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,81.07,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,81.28,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,81.55,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,83.22,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,83.28,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,83.85,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,84.08,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,84.58,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,85.15,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,86.13,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,86.4,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,86.67,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,88.83,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,89.52,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,89.58,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,90.1,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,90.83,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,91.53,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,92.45,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,95.27,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,95.77,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,97.18,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,97.22,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,98.48,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,98.87,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,99.6,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,103.22,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,104.38,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,106.7,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,108.65,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,110.68,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,113.93,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,114.93,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,115.1,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,116.57,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,119.55,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,122.23,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,124.5,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,127.4,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,147.1,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,149.55,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,151.98,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,159.8,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,162.28,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,178.2,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,198.52,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,212.15,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,217.67,G2,1,chill,-12.42,130.85,Wild
Darwin,Female,299.6,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,299.6,G2,1,chill,-12.42,130.85,Wild
Darwin,Male,299.6,G2,1,chill,-12.42,130.85,Wild
Sydney,Female,69.25,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,73.73,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,74.98,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,75.8,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,79.08,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,81.58,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,82.1,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,82.53,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,83.88,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,83.95,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,83.97,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,84.32,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,84.75,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,85.42,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,88.45,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,88.88,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,89.12,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,89.55,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,90.07,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,91.18,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,91.42,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,92.83,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,93.8,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,94.15,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,94.2,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,95.07,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,96.67,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,97.28,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,97.37,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,99.4,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,99.75,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,99.78,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,99.88,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,100.45,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,103.1,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,103.98,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,106.37,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,108.5,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,110.08,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,114.9,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,122.07,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,127.83,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,128.5,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,128.63,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,131.93,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,132.5,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,137.8,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,138.9,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,140.1,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,157.72,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,164.5,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,173.33,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,173.37,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,173.45,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,178.63,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,189.37,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,193.98,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,226.65,G2,1,chill,-33.9,151.14,Wild
Sydney,Female,228.17,G2,1,chill,-33.9,151.14,Wild
Sydney,Male,299.6,G2,1,chill,-33.9,151.14,Wild
Batemans Bay,Female,90.07,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,94.2,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,106.58,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,107.42,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,108.58,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,111.1,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,117.88,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,118.77,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,119.47,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,121.87,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,124.57,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,126.5,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,126.95,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,128.33,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,130.12,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,130.65,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,133.7,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,133.92,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,134,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,134.38,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,136.55,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,136.77,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,136.9,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,137.92,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,138.63,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,140.92,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,141.18,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,141.52,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,141.83,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,142.32,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,146.38,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,146.7,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,147.53,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,149.77,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,150.93,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,152.22,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,154.42,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,161.88,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,174.07,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,180.58,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,186.42,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,191.37,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,203.92,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,209.02,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,239.35,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,240.48,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,240.62,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Male,260.9,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,263.75,G3,3,chill,-35.7,150.19,Wild
Batemans Bay,Female,268.33,G3,3,chill,-35.7,150.19,Wild
Bega Valley,Male,88.67,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,89.85,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,93.3,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,99.2,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,100.38,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,101.13,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,105.45,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,109.43,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,112.47,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,113.02,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,116.83,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,119.6,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,125.7,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,131.35,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,134.78,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,138.02,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,138.97,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,139.85,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,139.95,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,140.1,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,140.2,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,145.3,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,146.58,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,151.53,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,152.48,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,153.17,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,157.55,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,157.63,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,159.97,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,164.23,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,164.95,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,172.93,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,174.03,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,174.1,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,175.58,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,175.98,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,179.67,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,179.82,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,190.9,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,192.07,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,193.03,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,196.47,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,198.08,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,198.57,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,207.73,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,221.45,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,227.05,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Male,233.48,G3,3,chill,-36.78,149.78,Wild
Bega Valley,Female,255.18,G3,3,chill,-36.78,149.78,Wild
Canberra,Male,32.68,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,83.32,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,84.15,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,88.38,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,89.62,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,96.37,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,99.15,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,104.33,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,105.22,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,107.58,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,109.68,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,114.1,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,116.45,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,117.52,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,117.63,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,118.18,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,119.18,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,119.32,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,119.73,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,123.17,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,123.9,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,124.5,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,127.72,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,129.77,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,130.88,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,133.55,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,134.93,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,137.2,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,139.8,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,142.05,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,142.18,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,142.22,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,143.35,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,155.25,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,159.42,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,171.05,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,174.45,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,174.9,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,175.2,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,181.82,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,189.48,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,191.8,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,206.02,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,208.32,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,231.15,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,234.7,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,241.03,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,242.65,G3,3,chill,-35.27,149.11,Wild
Canberra,Male,243.35,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,263.13,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,264.68,G3,3,chill,-35.27,149.11,Wild
Canberra,Female,273.85,G3,3,chill,-35.27,149.11,Wild
Griffith,Female,85.28,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,92.22,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,94.88,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,103.1,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,104.4,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,105.2,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,110.65,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,112.93,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,113.98,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,114.95,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,119.38,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,120.13,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,120.8,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,121.25,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,121.48,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,126.33,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,129.7,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,131.77,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,133.57,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,133.88,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,134.25,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,136.72,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,143.48,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,151.37,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,151.83,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,152.43,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,153.73,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,155.92,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,157.35,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,161.03,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,161.78,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,162.87,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,168.12,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,168.28,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,168.42,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,178.55,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,179.55,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,181.68,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,182.83,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,186.5,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,191.27,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,195.7,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,196.1,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,198.92,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,203.83,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,214.25,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,217.93,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,226.9,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,231.12,G3,3,chill,-34.29,146.04,Wild
Griffith,Female,232.97,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,247.23,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,253.63,G3,3,chill,-34.29,146.04,Wild
Griffith,Male,258.85,G3,3,chill,-34.29,146.04,Wild
Mareeba,Male,78.98,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,97.88,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,98.38,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,100,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,100.43,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,100.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,101.67,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,102.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,103.6,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,105.92,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,108.1,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,112.2,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,112.67,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,113.5,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,114.23,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,114.48,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,115.68,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,115.75,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,119.48,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,120.05,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,122.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,123.05,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,123.53,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,123.57,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,123.73,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,126.45,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,126.55,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,127.12,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,129.88,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,133.82,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,135.15,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,135.28,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,135.4,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,135.43,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,135.72,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,136.48,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,137.07,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,137.6,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,138.9,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,140.05,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,141.02,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,141.23,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,141.72,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,142.35,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,144.6,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,144.83,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,147.72,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,147.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,151.33,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,152.63,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,154.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,157.68,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,158.1,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,158.28,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,159.4,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,161.62,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,161.63,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,161.92,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,162.85,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,164.08,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,164.4,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,167.42,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,170.17,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,172.33,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,173.77,G3,3,chill,-17.01,145.43,Wild
Mareeba,Male,173.9,G3,3,chill,-17.01,145.43,Wild
Mareeba,Female,176.82,G3,3,chill,-17.01,145.43,Wild
